"id","tweet_list","location","retweet","hashtags","sentiment"
"voxya_","Dell laptop not delivered by #Dell Computers, complaint filed against @Dell @DellComputers #DellComputers
https://t.co/CFwVAoy6Sb","India","0","{'text': 'Dell', 'indices': [29, 34]} {'text': 'DellComputers', 'indices': [91, 105]}","negative"
"The_ProNoobS","SSD be like im the BOSS.

#ssd #laptop #pc #hdd #windows #apple #computer #asus #gaming #rc #ram #samsung #tech #wd… https://t.co/7y4Q8Y63ZC","Vododara, India","0","{'text': 'ssd', 'indices': [26, 30]} {'text': 'laptop', 'indices': [31, 38]} {'text': 'pc', 'indices': [39, 42]} {'text': 'hdd', 'indices': [43, 47]} {'text': 'windows', 'indices': [48, 56]} {'text': 'apple', 'indices': [57, 63]} {'text': 'computer', 'indices': [64, 73]} {'text': 'asus', 'indices': [74, 79]} {'text': 'gaming', 'indices': [80, 87]} {'text': 'rc', 'indices': [88, 91]} {'text': 'ram', 'indices': [92, 96]} {'text': 'samsung', 'indices': [97, 105]} {'text': 'tech', 'indices': [106, 111]} {'text': 'wd', 'indices': [112, 115]}","neutral"
"TechtoReview1","planning to buy a laptop? Here is Dell Inspiron 5578 review to give you better insights into it. Is it worth INR 85… https://t.co/gPSPNOXrVq",,"0",,"positive"
"shanebrighton","RT @TTintheCloud: ☁️ What do the top #hybridcloud providers have to offer? Find out now in this platform breakdown.… https://t.co/F6LQ5TAOJG","London, England","0","{'text': 'hybridcloud', 'indices': [37, 49]}","positive"
"rkalidh","RT @TTintheCloud: ☁️ What do the top #hybridcloud providers have to offer? Find out now in this platform breakdown. 

#IBM #RedHat #VMware…","chennai","1","{'text': 'hybridcloud', 'indices': [37, 49]} {'text': 'IBM', 'indices': [118, 122]} {'text': 'RedHat', 'indices': [123, 130]} {'text': 'VMware', 'indices': [131, 138]}","positive"
"TTintheCloud","☁️ What do the top #hybridcloud providers have to offer? Find out now in this platform breakdown. 

#IBM #RedHat… https://t.co/WCrekvqqEU","Newton, MA","1","{'text': 'hybridcloud', 'indices': [19, 31]} {'text': 'IBM', 'indices': [100, 104]} {'text': 'RedHat', 'indices': [105, 112]}","positive"
"ShivKum08599960","Old Laptop Sell online android app. It is very easy and simple app which you can sale your laptop best price and qu… https://t.co/iJmwMcjGfk",,"0",,"positive"
"jasoncorchuelo","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Bogotá, DC, Colombia","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"GetRepairMY","Thank you HNF Catering Sdn Bhd trust us to upgrade SSD. 
Professional Laptop Repair Service. Dell AIO One 2020
Coll… https://t.co/VURUFWtmH3","Selangor, Malaysia","0",,"positive"
"FlyrUsr","RT @TheLayoff: Dell Layoffs 2020: We are seeing major spikes on our Dell layoffs discussion page - follow the discussion at https://t.co/rH…","United States","2",,"positive"
"TheLayoff","Dell Layoffs 2020: We are seeing major spikes on our Dell layoffs discussion page - follow the discussion at… https://t.co/Uhm36yt5Dr",,"2",,"positive"
"LinuxDreams","RT @kernellogger: ```[…]#Dell WMI Systems Management Driver [for the #Linux #kernel] provides a sysfs interface for systems management soft…","digitalocean","3","{'text': 'Dell', 'indices': [24, 29]} {'text': 'Linux', 'indices': [69, 75]} {'text': 'kernel', 'indices': [76, 83]}","neutral"
"kernellogger","```[…]#Dell WMI Systems Management Driver [for the #Linux #kernel] provides a sysfs interface for systems managemen… https://t.co/3GAoX4okou","Hannover, Germany","3","{'text': 'Dell', 'indices': [6, 11]} {'text': 'Linux', 'indices': [51, 57]} {'text': 'kernel', 'indices': [58, 65]}","neutral"
"IshmaelKhaldi","what a morning.. nothing is worse than this: 5am,making coffee to start the day - with readin newspapers online. a… https://t.co/3k4evzlm9G",,"0",,"negative"
"CSA_DVillamizar","Check out AOL CD - version 8.0 - #AOL - https://t.co/Set1mc6fzH via eBay - #eBay #sale #collectible #CD #DVD #sex… https://t.co/uF21OA38jZ","Envigado, antioquia","0","{'text': 'AOL', 'indices': [33, 37]} {'text': 'eBay', 'indices': [75, 80]} {'text': 'sale', 'indices': [81, 86]} {'text': 'collectible', 'indices': [87, 99]} {'text': 'CD', 'indices': [100, 103]} {'text': 'DVD', 'indices': [104, 108]} {'text': 'sex', 'indices': [109, 113]}","negative"
"GoldRetriever99","Check out AOL CD - version 8.0 - #AOL - https://t.co/jGu7HvDYU5 via @eBay - #eBay #sale #collectible #CD #DVD #sex… https://t.co/YsIC6C4PMi",,"1","{'text': 'AOL', 'indices': [33, 37]} {'text': 'eBay', 'indices': [76, 81]} {'text': 'sale', 'indices': [82, 87]} {'text': 'collectible', 'indices': [88, 100]} {'text': 'CD', 'indices': [101, 104]} {'text': 'DVD', 'indices': [105, 109]} {'text': 'sex', 'indices': [110, 114]}","negative"
"DabashDeals","Get the perfect combination of style and powerful computing performance with the #Dell Latitude 5490 Notebook PC fo… https://t.co/BCe0R2V7AM",,"0","{'text': 'Dell', 'indices': [81, 86]}","positive"
"SixChip","Never seen #Dell SupportAssist do that before... https://t.co/l2ZLvjvCYD","Phoenix","0","{'text': 'Dell', 'indices': [11, 16]}","neutral"
"DabashDeals","Boost up your computing experience with the 14″ #Dell Latitude E5470 Laptop for only $399.99

#dabashdeals… https://t.co/BTLdzMDcEF",,"0","{'text': 'Dell', 'indices': [48, 53]} {'text': 'dabashdeals', 'indices': [94, 106]}","neutral"
"MARKNAIDOO1","RT @Evetech: A massive congratulations goes out to @psychomom101 (Insta) for winning the #Dell Vostro #Intel 10th Gen laptop!???? 

We would l…","Durban, South Africa","5",,"positive"
"AlejosAngel","RT @michaeldexter: Anyone have a list of HDDs and SSDs that are recognized and blessed by a #Dell R720 motherboard SATA port? A Hitachi 160…","Cancun Quintana Roo","1","{'text': 'Dell', 'indices': [92, 97]}","neutral"
"OmenoPaul","RT @StrategicalIT: The next VLOG/Podcast has gone live :-) This time Pravesh and I have a chat about DevOps from an… https://t.co/3naCnd4e6p","Nairobi, Kenya","0",,"positive"
"StrategicalIT","The next VLOG/Podcast has gone live :-) This time Pravesh and I have a chat about DevOps from an Infrastructure Adm… https://t.co/eq7SmzaDqT","Australia","0",,"positive"
"michaeldexter","Anyone have a list of HDDs and SSDs that are recognized and blessed by a #Dell R720 motherboard SATA port? A Hitach… https://t.co/8MymxN2iQo","Usually Portland, Oregon","1","{'text': 'Dell', 'indices': [73, 78]}","neutral"
"mycowork_space","RT @cyber3lla: #workspace at home with my #chailatte

#cyber3lla #alienware #dell #jabra #samsung #microsoft #corsair #workfromhome #wfh ht…","Online Directory","1","{'text': 'workspace', 'indices': [15, 25]} {'text': 'chailatte', 'indices': [42, 52]} {'text': 'cyber3lla', 'indices': [54, 64]} {'text': 'alienware', 'indices': [65, 75]} {'text': 'dell', 'indices': [76, 81]} {'text': 'jabra', 'indices': [82, 88]} {'text': 'samsung', 'indices': [89, 97]} {'text': 'microsoft', 'indices': [98, 108]} {'text': 'corsair', 'indices': [109, 117]} {'text': 'workfromhome', 'indices': [118, 131]} {'text': 'wfh', 'indices': [132, 136]}","neutral"
"BestREALTORinTX","What a HUGE difference from last week #austinrealestate #roundrockrealtor #newconstruction #realtor #realtorlife… https://t.co/9U2h5GapLK","Austin, TX","0","{'text': 'austinrealestate', 'indices': [38, 55]} {'text': 'roundrockrealtor', 'indices': [56, 73]} {'text': 'newconstruction', 'indices': [74, 90]} {'text': 'realtor', 'indices': [91, 99]} {'text': 'realtorlife', 'indices': [100, 112]}","positive"
"AustinCyberShop","Check out LG, SHARP, JVC, DELL 3-Prong POWER CORD LCD TV AC REPLACEMENT CABLE Flat Screen #Dell https://t.co/tvJSVibOm2 via @eBay","Austin, Texas","0","{'text': 'Dell', 'indices': [90, 95]}","negative"
"AustinCyberShop","Check out Dell 3 FT 3 Prong Mickey Power Cord for Laptop Power Adapter Brand New #Dell https://t.co/pSsc5pQWqs via @eBay","Austin, Texas","0","{'text': 'Dell', 'indices': [81, 86]}","positive"
"cyber3lla","#workspace at home with my #chailatte

#cyber3lla #alienware #dell #jabra #samsung #microsoft #corsair… https://t.co/qPEOBL9QzR","Sydney, New South Wales","1","{'text': 'workspace', 'indices': [0, 10]} {'text': 'chailatte', 'indices': [27, 37]} {'text': 'cyber3lla', 'indices': [39, 49]} {'text': 'alienware', 'indices': [50, 60]} {'text': 'dell', 'indices': [61, 66]} {'text': 'jabra', 'indices': [67, 73]} {'text': 'samsung', 'indices': [74, 82]} {'text': 'microsoft', 'indices': [83, 93]} {'text': 'corsair', 'indices': [94, 102]}","neutral"
"l2fprod","@waynethebrain @shawnroos how long have you been using the U2720Q? After 2 weeks mine is showing this random shutdo… https://t.co/75PSBNlVEE","France","0",,"negative"
"l2fprod","@CcNasti how long have you been using the U2720Q? After 2 weeks mine is showing this random shutdown issue:… https://t.co/XOfyn0C6gU","France","0",,"negative"
"l2fprod","@hmemcpy how long have you been using the U2720Q? After 2 weeks mine is showing this random shutdown issue:… https://t.co/FpzFMMzNbK","France","0",,"negative"
"l2fprod","@imwally how long have you been using the U2720Q? After 2 weeks mine is showing this random shutdown issue:… https://t.co/ZEos32FdMS","France","0",,"negative"
"AustinCyberShop","Check out Dell Series 5 J4844 WT082 Photo Ink Cartridge for 922 924 942 944 946 962 964 #Dell https://t.co/49wyMLmwW5 via @eBay","Austin, Texas","0","{'text': 'Dell', 'indices': [88, 93]}","neutral"
"dward_dennis","#producers #oems of electronic equipment, let's make sure e-waste gets recycled in the right places formally and in… https://t.co/WsnsWBZece","usa","0","{'text': 'producers', 'indices': [0, 10]} {'text': 'oems', 'indices': [11, 16]}","positive"
"ThisMissResists","Got tired of working from home on my tiny monitor and laggy laptop, so I upgraded my system.… https://t.co/pZEuIS1oxT",,"0",,"negative"
"PrinceKukreja_","Installing Ubuntu along with Windows in #Dell Xps is such a challenge ????????‍♂️

#ubuntu #windows https://t.co/cX2xXGDu9u",,"0","{'text': 'Dell', 'indices': [40, 45]} {'text': 'ubuntu', 'indices': [77, 84]} {'text': 'windows', 'indices': [85, 93]}","neutral"
"stevelj","#Dell arranged an exchange.  I'm more satisfied now.  Just not sure why this wasn't done at the beginning.",,"0","{'text': 'Dell', 'indices': [0, 5]}","positive"
"YashviGupta12","I am so fed up with @Dell customer care srvice. They nvr pick up ur call on time nd u literally hve to wait for hou… https://t.co/LVsqvlJdM3",,"0",,"neutral"
"PeDaLoZo","RT @TNPerkins4: morning warm up scribble...
#dell #delldracula #comicsofmyyouth #sketch #vampiresuperhero #bootlegbatman #thomasperkins #ch…","who cares","1","{'text': 'dell', 'indices': [44, 49]} {'text': 'delldracula', 'indices': [50, 62]} {'text': 'comicsofmyyouth', 'indices': [63, 79]} {'text': 'sketch', 'indices': [80, 87]} {'text': 'vampiresuperhero', 'indices': [88, 105]} {'text': 'bootlegbatman', 'indices': [106, 120]} {'text': 'thomasperkins', 'indices': [121, 135]}","positive"
"artntypography","A step up from covering your laptop in stickers
https://t.co/1oPWpaM8c1

#redbubble #digitalart #pattern #spots… https://t.co/HUc6Eh89s3","New York, NY","0","{'text': 'redbubble', 'indices': [73, 83]} {'text': 'digitalart', 'indices': [84, 95]} {'text': 'pattern', 'indices': [96, 104]} {'text': 'spots', 'indices': [105, 111]}","neutral"
"cuzzi_ga","RT @Evetech: A massive congratulations goes out to @psychomom101 (Insta) for winning the #Dell Vostro #Intel 10th Gen laptop!???? 

We would l…","East Coast","5",,"positive"
"GEffiong22","RT @AniekemeUdofia: Hi,

 Are you annoyed that your laptop has a low battery life??

These can help. @aniekemeudofia 

#laptops #convenantu…","Port Harcourt, Nigeria","2","{'text': 'laptops', 'indices': [119, 127]}","negative"
"bajajelectronic","This Raksha Bandhan, surprise the one who troubled you but shared your troubles too.  

Gift a Dell laptop and add… https://t.co/4tGPZduGXH","Hyderabad, India","0",,"negative"
"alexaschoubert","RT @spotonthedot: This week at #Dell Design Your Dream Room Camp we found out our campers LOVE musical theatre, especially #Hamilton. So, l…",,"1","{'text': 'Dell', 'indices': [31, 36]} {'text': 'Hamilton', 'indices': [123, 132]}","positive"
"brycea","Time to patch your #Dell #iDrac cards. Again. #securitypatch #patchnow #securityupdate https://t.co/dvympsri6Y","Minneapolis, MN","0","{'text': 'Dell', 'indices': [19, 24]} {'text': 'iDrac', 'indices': [25, 31]} {'text': 'securitypatch', 'indices': [46, 60]} {'text': 'patchnow', 'indices': [61, 70]} {'text': 'securityupdate', 'indices': [71, 86]}","neutral"
"spotonthedot","This week at #Dell Design Your Dream Room Camp we found out our campers LOVE musical theatre, especially #Hamilton.… https://t.co/IvZ1kxtyIb","Charlotte, NC, United States","1","{'text': 'Dell', 'indices': [13, 18]} {'text': 'Hamilton', 'indices': [105, 114]}","positive"
"RoselinPillay","RT @Evetech: A massive congratulations goes out to @psychomom101 (Insta) for winning the #Dell Vostro #Intel 10th Gen laptop!???? 

We would l…",,"5",,"positive"
"DM_newbie","Due to #Covid19 people have shifted to online buying. In this #pandemic situation, it is super easy to order from A… https://t.co/VAOotCg1SZ",,"0","{'text': 'Covid19', 'indices': [7, 15]} {'text': 'pandemic', 'indices': [62, 71]}","positive"
"DabashDeals","Take your work with you wherever you go, using the #Dell Latitude E7470 Laptop for only $399.99

#dabashdeals… https://t.co/YIUS8cNbDR",,"0","{'text': 'Dell', 'indices': [51, 56]} {'text': 'dabashdeals', 'indices': [97, 109]}","neutral"
"btcbeliever23k","@dell @MichaelDell I own another business latitude after having a latitude that still working on Windows 2007 for o… https://t.co/2iOLkDLFfO",,"0",,"positive"
"PCGamesN","If you like taking your work or games with you wherever you go on a #laptop, but also want full desktop connectivit… https://t.co/mcH6nUQTAn","The Internet","0","{'text': 'laptop', 'indices': [68, 75]}","positive"
"CXtec","Check out the latest blog post.  TPM: A Money-Printing Machine. 
An Interesting look at #networkmaintenance. Someth… https://t.co/mJLXkowyD4","Syracuse, NY","0","{'text': 'networkmaintenance', 'indices': [88, 107]}","positive"
"BrandonPierre16","RT @Evetech: A massive congratulations goes out to @psychomom101 (Insta) for winning the #Dell Vostro #Intel 10th Gen laptop!???? 

We would l…","CapeTown","5",,"positive"
"Maekshyft","I need some help, has anyone tried getting a Webcam to work off a Dell Wyse 3040 thin client and RDP into their pc… https://t.co/Em6m7aFMys","Temperance, MI","0",,"negative"
"TNPerkins4","morning warm up scribble...
#dell #delldracula #comicsofmyyouth #sketch #vampiresuperhero #bootlegbatman… https://t.co/pJZOLXG3Xe",,"1","{'text': 'dell', 'indices': [28, 33]} {'text': 'delldracula', 'indices': [34, 46]} {'text': 'comicsofmyyouth', 'indices': [47, 63]} {'text': 'sketch', 'indices': [64, 71]} {'text': 'vampiresuperhero', 'indices': [72, 89]} {'text': 'bootlegbatman', 'indices': [90, 104]}","positive"
"PromobitOficial","#promoção #oferta  [AME por 5.551,92] Notebook Gamer Dell G3-3590-M40BP - R$ 6.309,00  #notebook #Dell #informatica https://t.co/2a5Q1Lskmm","Brasil","0","{'text': 'promoção', 'indices': [0, 9]} {'text': 'oferta', 'indices': [10, 17]} {'text': 'notebook', 'indices': [87, 96]} {'text': 'Dell', 'indices': [97, 102]} {'text': 'informatica', 'indices': [103, 115]}","neutral"
"Ddevicescom","For More Details Visit Now: https://t.co/MLIDYLgUYG
#serviceproviders #business #digital #devices #Technology… https://t.co/L3AJEKbcgZ","England, United Kingdom","0","{'text': 'serviceproviders', 'indices': [52, 69]} {'text': 'business', 'indices': [70, 79]} {'text': 'digital', 'indices': [80, 88]} {'text': 'devices', 'indices': [89, 97]} {'text': 'Technology', 'indices': [98, 109]}","positive"
"adrianhungate","A solid little desktop tower PC that could solve your ""where can I run XP"" problems! @ebay @eBay_UK #windows #winxp… https://t.co/w18iDNSPof","Hertfordshire","0","{'text': 'windows', 'indices': [100, 108]} {'text': 'winxp', 'indices': [109, 115]}","negative"
"Evetech","A massive congratulations goes out to @psychomom101 (Insta) for winning the #Dell Vostro #Intel 10th Gen laptop!????… https://t.co/zc5hVTKJ7G","Centurion , South Africa","5","{'text': 'Dell', 'indices': [76, 81]} {'text': 'Intel', 'indices': [89, 95]}","positive"
"sengar_alok","@Dell My laptop under warranty is very well mishalndled by your technical support. SSD vostro 3000 is now slower th… https://t.co/rEvuQ7yxIB","Ghaziabad, India","0",,"positive"
"PaulGilmartin4","RT @NvironLtd: At @NvironLtd we're always looking for new and creative ways to work with #technology. Introducing the latest #concepts and…",,"3","{'text': 'technology', 'indices': [89, 100]} {'text': 'concepts', 'indices': [125, 134]}","positive"
"VodafoneVPC","Vodafone CEO Nick Read in tax fraud scheme using funds from #Huawei #Apple #Samsung

Leaks from Vodafone on youtube… https://t.co/e07dPMy8Jd",,"0","{'text': 'Huawei', 'indices': [60, 67]} {'text': 'Apple', 'indices': [68, 74]} {'text': 'Samsung', 'indices': [75, 83]}","neutral"
"pawansohamworld","Check out #Dell #Alienware m15 15.6-inch FHD #GamingLaptop (Core i7-7700HQ/8GB/1 TB HDD + 256Gb SSD/Windows 10 + MS… https://t.co/dWosiy8vqy","Mumbai","0","{'text': 'Dell', 'indices': [10, 15]} {'text': 'Alienware', 'indices': [16, 26]} {'text': 'GamingLaptop', 'indices': [45, 58]}","neutral"
"UTSATechStore","Enter to win! Your chances are incredibly high! Post a video telling us why you love Dell! And tag #lovedellutsa an… https://t.co/yUO4iiQZel",,"0","{'text': 'lovedellutsa', 'indices': [99, 112]}","positive"
"laxmysree","The saga of #Dell Legacy continues. Great example for 'how we are committed in creating a positive and lasting soci… https://t.co/RwJOZ7WA3Q","India","0","{'text': 'Dell', 'indices': [12, 17]}","positive"
"fosshost1","@MichaelDell hi Michael! Would DELL be interested in sponsoring our project? #fosshosting #freeopensourcehosting #opensource #dell","Global","0","{'text': 'fosshosting', 'indices': [77, 89]} {'text': 'freeopensourcehosting', 'indices': [90, 112]} {'text': 'opensource', 'indices': [113, 124]} {'text': 'dell', 'indices': [125, 130]}","positive"
"DabashDeals","Looking for a laptop that delivers a robust performance to do the grind for you? Try this #Dell Latitude E6430 Lapt… https://t.co/4KCq3Hq6ZV",,"0","{'text': 'Dell', 'indices': [90, 95]}","neutral"
"rk4an","RT @threatpost: A recently patched, high-severity #Dell PowerEdge server #security flaw could allow attackers to take over server operation…","Strasbourg","24","{'text': 'Dell', 'indices': [50, 55]} {'text': 'security', 'indices': [73, 82]}","neutral"
"star95011","@MichaelDell @storagereview @DellEMC Good Morning Michael 

Have the best new day #DellFamily ????#Dell ????","#Media #USA #Reviewer ","0","{'text': 'DellFamily', 'indices': [82, 93]} {'text': 'Dell', 'indices': [95, 100]}","positive"
"RajguruSolution","Searching for the best power supply which can boost your business. Then Check out our ultra-modern variety of Dell… https://t.co/8Vi6qNIBuh","Mumbai","0",,"positive"
"dsmith8795","RT @NvironLtd: At @NvironLtd we're always looking for new and creative ways to work with #technology. Introducing the latest #concepts and…","United Kingdom","3","{'text': 'technology', 'indices': [89, 100]} {'text': 'concepts', 'indices': [125, 134]}","positive"
"thecursedknight","#india
Purchased a #Dell Vostoro 3590. Cost me Rs 36000. Awfully slow even out of box with no apps, data added. Wea… https://t.co/JrTEk5vyEH",,"0","{'text': 'india', 'indices': [0, 6]} {'text': 'Dell', 'indices': [19, 24]}","negative"
"JBrandAdrian","RT @NvironLtd: At @NvironLtd we're always looking for new and creative ways to work with #technology. Introducing the latest #concepts and…","Runcorn, Cheshire 01928593886","3","{'text': 'technology', 'indices': [89, 100]} {'text': 'concepts', 'indices': [125, 134]}","positive"
"NvironLtd","At @NvironLtd we're always looking for new and creative ways to work with #technology. Introducing the latest… https://t.co/UiJdweqb0A","Cheshire","3","{'text': 'technology', 'indices': [74, 85]}","positive"
"Ghoul_of_London","@DellCaresPRO @MicrosoftHelps 20 minutes just to get the monitor to come on, because its behaviour through a Dell d… https://t.co/Uf1SnQEVsT","NW London","0",,"neutral"
"MetobiOfficial","98% new Dell intel i5.. 8gb 256gb Price 2899. DM for discount for more orders.#metobidotcom #metobi  #quality… https://t.co/Z3KFScQwY1",,"0","{'text': 'metobidotcom', 'indices': [78, 91]} {'text': 'metobi', 'indices': [92, 99]} {'text': 'quality', 'indices': [101, 109]}","positive"
"DriveControlCor","The highly anticipated #Dell XPS 13 (9300), now available to the channel, features a gorgeous redesign and is packe… https://t.co/5GafB6vo7q","South Africa","0","{'text': 'Dell', 'indices': [23, 28]}","positive"
"pawansohamworld","Check out #DELL #Inspiron 5491 2in1 #Touchscreen 14-inch Laptop (10th #Gen #Corei3-10110U/4GB/512GB SSD/Window 10 +… https://t.co/dGhWJlskWI","Mumbai","0","{'text': 'DELL', 'indices': [10, 15]} {'text': 'Inspiron', 'indices': [16, 25]} {'text': 'Touchscreen', 'indices': [36, 48]} {'text': 'Gen', 'indices': [70, 74]} {'text': 'Corei3', 'indices': [75, 82]}","neutral"
"pawansohamworld","Check out #DELL #Inspiron 5390 13.3-inch FHD Laptop (8th Gen #Corei5-8265U/8GB/512GB SSD/Windows 10 + MS Office/Int… https://t.co/L1OYSXMzZp","Mumbai","0","{'text': 'DELL', 'indices': [10, 15]} {'text': 'Inspiron', 'indices': [16, 25]} {'text': 'Corei5', 'indices': [61, 68]}","neutral"
"GamingRTweeters","RT @pawansohamworld: Check out #DELL #Inspiron 15-3500 #Gaming 15.6-inch FHD #Laptop (10th Gen #Corei5-10300H/8GB/1TB + 256GB SSD/Windows 1…",,"1","{'text': 'DELL', 'indices': [31, 36]} {'text': 'Inspiron', 'indices': [37, 46]} {'text': 'Gaming', 'indices': [55, 62]} {'text': 'Laptop', 'indices': [77, 84]} {'text': 'Corei5', 'indices': [95, 102]}","neutral"
"pawansohamworld","Check out #DELL #Inspiron 15-3500 #Gaming 15.6-inch FHD #Laptop (10th Gen #Corei5-10300H/8GB/1TB + 256GB SSD/Window… https://t.co/UW0NTWVn9p","Mumbai","1","{'text': 'DELL', 'indices': [10, 15]} {'text': 'Inspiron', 'indices': [16, 25]} {'text': 'Gaming', 'indices': [34, 41]} {'text': 'Laptop', 'indices': [56, 63]} {'text': 'Corei5', 'indices': [74, 81]}","neutral"
"johncoxonmedia","Clearly they don't give a damn about customer care. Boycot them. #Dell trouble myself with some businesses using Co… https://t.co/08yvQJrCx0","Greater Manchester, UK","0","{'text': 'Dell', 'indices': [65, 70]}","negative"
"AslamBhaiAeroWR","SD ECONOMY
#COLGATE = #PEPSODENT
#SLICE = #MAZZA
#COCO = #PEPSI
#LAYS = #BINGO
#Microsoft = #DELL
#SUZUKI = #TOYOTO… https://t.co/nQpkSTiZp4","TIRUPUR ","0","{'text': 'COLGATE', 'indices': [11, 19]} {'text': 'PEPSODENT', 'indices': [22, 32]} {'text': 'SLICE', 'indices': [33, 39]} {'text': 'MAZZA', 'indices': [42, 48]} {'text': 'COCO', 'indices': [49, 54]} {'text': 'PEPSI', 'indices': [57, 63]} {'text': 'LAYS', 'indices': [64, 69]} {'text': 'BINGO', 'indices': [72, 78]} {'text': 'Microsoft', 'indices': [79, 89]} {'text': 'DELL', 'indices': [92, 97]} {'text': 'SUZUKI', 'indices': [98, 105]} {'text': 'TOYOTO', 'indices': [108, 115]}","neutral"
"Teja59228482","Very upset with Dell Service...
Sent me second hand RAM...
Any one from dell contact me on.. this no...
8928736673… https://t.co/ErRUDUMAgi",,"0",,"positive"
"nikosl3","First day back in the office, and this mousemat is the only thing on my desk. Has it really been that long, or do I… https://t.co/k4mB1Moj3r","London, UK","0",,"positive"
"YonkoTv1","For all your I.T Solutions, Look ???? No Further, Call #CYRAXSMD ON +233550276276 . #computer #repairs #services… https://t.co/rY3xRsiwNb","Ghana","0","{'text': 'CYRAXSMD', 'indices': [52, 61]} {'text': 'computer', 'indices': [81, 90]} {'text': 'repairs', 'indices': [91, 99]} {'text': 'services', 'indices': [100, 109]}","neutral"
"IsokelloX","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Jyväskylä","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"maleroytw","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Lille, FRANCE","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"Sabyasa29831475","Asus vivo book laptop . The laptop is not even four months it's not working and asus service centre is denying to g… https://t.co/gaOJkkA6g9",,"0",,"neutral"
"GetRepairMY","Thank you Cik Izzaty trust us to change oem internal battery. 
Professional Laptop Repair Service. Dell Inspiron P2… https://t.co/XzeN3v5tiK","Selangor, Malaysia","0",,"positive"
"ChetanyaChopra2","Dell Xps 13 : Just your  low quality camera ???? is holding me back from buying this great product #Dell @Dell","Bengaluru, India","0","{'text': 'Dell', 'indices': [96, 101]}","positive"
"BT_India","Which are the brands that employees in India admire the most and wish to work for? 
#microsoft #Samsung… https://t.co/e4rzef10d0","India","2","{'text': 'microsoft', 'indices': [84, 94]} {'text': 'Samsung', 'indices': [95, 103]}","positive"
"StevenMSalter","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Phoenix, AZ","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"AustinCyberShop","Check out Dell Series 5 J4844 WT082 Photo Ink Cartridge for 922 924 942 944 946 962 964 #Dell https://t.co/49wyMLmwW5 via @eBay","Austin, Texas","0","{'text': 'Dell', 'indices': [88, 93]}","neutral"
"_While_Black","What is That Hidden Ingredient in Your #Electronic Device? Well, the Exploitation of #Africa's Children.

Read here… https://t.co/Aoo1LyXmHE","Seattle, WA","0","{'text': 'Electronic', 'indices': [39, 50]} {'text': 'Africa', 'indices': [85, 92]}","negative"
"andrew_pharis","Hey @dellcares, Ive been emailing for 2+ weeks regarding stuck pixels on an under-warranty computer... no response.… https://t.co/rDtngnPJCE","Atlanta, GA","0",,"neutral"
"sgbarnes","RT @stephatkins: ""Closer to the #edge: How #edgecomputing will drive #Industry40"" by Anasia D'mello https://t.co/izeGecAX9P #delltechnologi…","TX, USA","4","{'text': 'edge', 'indices': [32, 37]} {'text': 'edgecomputing', 'indices': [43, 57]} {'text': 'Industry40', 'indices': [69, 80]}","neutral"
"dancriv","Terrible experience with @LenovoLegion laptops. Definitely a not buy.... will need to move back to @Acer , @Dell or… https://t.co/JN80L1qa8R","-23.74371,-46.558274","0",,"negative"
"stevelj","Although I can see similar laptops on the #Dell web site for sale.  I do not understand why I can't get one of thos… https://t.co/8oeyDFH1JA",,"0","{'text': 'Dell', 'indices': [42, 47]}","neutral"
"stevelj","I am very dissatisfied with the support I am getting from #Dell.  I have a broken laptop for 2 weeks and it'll stil… https://t.co/Qp9AX51lmV",,"0","{'text': 'Dell', 'indices': [58, 63]}","negative"
"JoeArmstrongC4s","I don't need a new #Laptop but I can't stop looking at the new #Dell XPS 13 (9300). I love that frost white.","Calgary, AB","0","{'text': 'Laptop', 'indices': [19, 26]} {'text': 'Dell', 'indices': [63, 68]}","positive"
